[-1.000000 -1.000000] -> [-0.987061], y = -1.000000, delta = 0.012939 
[1.000000 1.000000] -> [0.773988], y = -1.000000, delta = 1.773988 
[1.000000 -1.000000] -> [-0.289383], y = 1.000000, delta = -1.289383 
[-1.000000 1.000000] -> [0.506979], y = 1.000000, delta = -0.493021 
[-1.000000 -1.000000] -> [-0.987043], y = -1.000000, delta = 0.012957 
[1.000000 1.000000] -> [0.773070], y = -1.000000, delta = 1.773070 
[1.000000 -1.000000] -> [-0.289329], y = 1.000000, delta = -1.289329 
[-1.000000 1.000000] -> [0.508059], y = 1.000000, delta = -0.491941 
[-1.000000 -1.000000] -> [-0.987006], y = -1.000000, delta = 0.012994 
[1.000000 1.000000] -> [0.772094], y = -1.000000, delta = 1.772094 
[1.000000 -1.000000] -> [-0.289261], y = 1.000000, delta = -1.289261 
[-1.000000 1.000000] -> [0.509191], y = 1.000000, delta = -0.490809 
[-1.000000 -1.000000] -> [-0.986949], y = -1.000000, delta = 0.013051 
[1.000000 1.000000] -> [0.771052], y = -1.000000, delta = 1.771052 
[1.000000 -1.000000] -> [-0.289176], y = 1.000000, delta = -1.289176 
[-1.000000 1.000000] -> [0.510380], y = 1.000000, delta = -0.489620 
[-1.000000 -1.000000] -> [-0.986869], y = -1.000000, delta = 0.013131 
[1.000000 1.000000] -> [0.769937], y = -1.000000, delta = 1.769937 
[1.000000 -1.000000] -> [-0.289069], y = 1.000000, delta = -1.289069 
[-1.000000 1.000000] -> [0.511629], y = 1.000000, delta = -0.488371 
[-1.000000 -1.000000] -> [-0.986764], y = -1.000000, delta = 0.013236 
[1.000000 1.000000] -> [0.768742], y = -1.000000, delta = 1.768742 
[1.000000 -1.000000] -> [-0.288936], y = 1.000000, delta = -1.288936 
[-1.000000 1.000000] -> [0.512944], y = 1.000000, delta = -0.487056 
[-1.000000 -1.000000] -> [-0.986631], y = -1.000000, delta = 0.013369 
[1.000000 1.000000] -> [0.767456], y = -1.000000, delta = 1.767456 
[1.000000 -1.000000] -> [-0.288768], y = 1.000000, delta = -1.288768 
[-1.000000 1.000000] -> [0.514331], y = 1.000000, delta = -0.485669 
[-1.000000 -1.000000] -> [-0.986464], y = -1.000000, delta = 0.013536 
[1.000000 1.000000] -> [0.766069], y = -1.000000, delta = 1.766069 
[1.000000 -1.000000] -> [-0.288558], y = 1.000000, delta = -1.288558 
[-1.000000 1.000000] -> [0.515796], y = 1.000000, delta = -0.484204 
[-1.000000 -1.000000] -> [-0.986260], y = -1.000000, delta = 0.013740 
[1.000000 1.000000] -> [0.764568], y = -1.000000, delta = 1.764568 
[1.000000 -1.000000] -> [-0.288296], y = 1.000000, delta = -1.288296 
[-1.000000 1.000000] -> [0.517343], y = 1.000000, delta = -0.482657 
[-1.000000 -1.000000] -> [-0.986013], y = -1.000000, delta = 0.013987 
[1.000000 1.000000] -> [0.762938], y = -1.000000, delta = 1.762938 
[1.000000 -1.000000] -> [-0.287966], y = 1.000000, delta = -1.287966 
[-1.000000 1.000000] -> [0.518981], y = 1.000000, delta = -0.481019 
[-1.000000 -1.000000] -> [-0.985714], y = -1.000000, delta = 0.014286 
[1.000000 1.000000] -> [0.761161], y = -1.000000, delta = 1.761161 
[1.000000 -1.000000] -> [-0.287552], y = 1.000000, delta = -1.287552 
[-1.000000 1.000000] -> [0.520716], y = 1.000000, delta = -0.479284 
[-1.000000 -1.000000] -> [-0.985357], y = -1.000000, delta = 0.014643 
[1.000000 1.000000] -> [0.759216], y = -1.000000, delta = 1.759216 
[1.000000 -1.000000] -> [-0.287030], y = 1.000000, delta = -1.287030 
[-1.000000 1.000000] -> [0.522555], y = 1.000000, delta = -0.477445 
[-1.000000 -1.000000] -> [-0.984928], y = -1.000000, delta = 0.015072 
[1.000000 1.000000] -> [0.757077], y = -1.000000, delta = 1.757077 
[1.000000 -1.000000] -> [-0.286370], y = 1.000000, delta = -1.286370 
[-1.000000 1.000000] -> [0.524502], y = 1.000000, delta = -0.475498 
[-1.000000 -1.000000] -> [-0.984415], y = -1.000000, delta = 0.015585 
[1.000000 1.000000] -> [0.754713], y = -1.000000, delta = 1.754713 
[1.000000 -1.000000] -> [-0.285530], y = 1.000000, delta = -1.285530 
[-1.000000 1.000000] -> [0.526563], y = 1.000000, delta = -0.473437 
[-1.000000 -1.000000] -> [-0.983798], y = -1.000000, delta = 0.016202 
[1.000000 1.000000] -> [0.752087], y = -1.000000, delta = 1.752087 
[1.000000 -1.000000] -> [-0.284456], y = 1.000000, delta = -1.284456 
[-1.000000 1.000000] -> [0.528741], y = 1.000000, delta = -0.471259 
[-1.000000 -1.000000] -> [-0.983055], y = -1.000000, delta = 0.016945 
[1.000000 1.000000] -> [0.749150], y = -1.000000, delta = 1.749150 
[1.000000 -1.000000] -> [-0.283072], y = 1.000000, delta = -1.283072 
[-1.000000 1.000000] -> [0.531033], y = 1.000000, delta = -0.468967 
[-1.000000 -1.000000] -> [-0.982153], y = -1.000000, delta = 0.017847 
[1.000000 1.000000] -> [0.745843], y = -1.000000, delta = 1.745843 
[1.000000 -1.000000] -> [-0.281275], y = 1.000000, delta = -1.281275 
[-1.000000 1.000000] -> [0.533428], y = 1.000000, delta = -0.466572 
[-1.000000 -1.000000] -> [-0.981052], y = -1.000000, delta = 0.018948 
[1.000000 1.000000] -> [0.742091], y = -1.000000, delta = 1.742091 
[1.000000 -1.000000] -> [-0.278918], y = 1.000000, delta = -1.278918 
[-1.000000 1.000000] -> [0.535903], y = 1.000000, delta = -0.464097 
[-1.000000 -1.000000] -> [-0.979696], y = -1.000000, delta = 0.020304 
[1.000000 1.000000] -> [0.737795], y = -1.000000, delta = 1.737795 
[1.000000 -1.000000] -> [-0.275792], y = 1.000000, delta = -1.275792 
[-1.000000 1.000000] -> [0.538413], y = 1.000000, delta = -0.461587 
[-1.000000 -1.000000] -> [-0.978006], y = -1.000000, delta = 0.021994 
[1.000000 1.000000] -> [0.732827], y = -1.000000, delta = 1.732827 
[1.000000 -1.000000] -> [-0.271590], y = 1.000000, delta = -1.271590 
[-1.000000 1.000000] -> [0.540871], y = 1.000000, delta = -0.459129 
[-1.000000 -1.000000] -> [-0.975873], y = -1.000000, delta = 0.024127 
[1.000000 1.000000] -> [0.727012], y = -1.000000, delta = 1.727012 
[1.000000 -1.000000] -> [-0.265862], y = 1.000000, delta = -1.265862 
[-1.000000 1.000000] -> [0.543125], y = 1.000000, delta = -0.456875 
[-1.000000 -1.000000] -> [-0.973144], y = -1.000000, delta = 0.026856 
[1.000000 1.000000] -> [0.720113], y = -1.000000, delta = 1.720113 
[1.000000 -1.000000] -> [-0.257929], y = 1.000000, delta = -1.257929 
[-1.000000 1.000000] -> [0.544900], y = 1.000000, delta = -0.455100 
[-1.000000 -1.000000] -> [-0.969598], y = -1.000000, delta = 0.030402 
[1.000000 1.000000] -> [0.711799], y = -1.000000, delta = 1.711799 
[1.000000 -1.000000] -> [-0.246762], y = 1.000000, delta = -1.246762 
[-1.000000 1.000000] -> [0.545711], y = 1.000000, delta = -0.454289 
[-1.000000 -1.000000] -> [-0.964919], y = -1.000000, delta = 0.035081 
[1.000000 1.000000] -> [0.701598], y = -1.000000, delta = 1.701598 
[1.000000 -1.000000] -> [-0.230795], y = 1.000000, delta = -1.230795 
[-1.000000 1.000000] -> [0.544687], y = 1.000000, delta = -0.455313 
[-1.000000 -1.000000] -> [-0.958663], y = -1.000000, delta = 0.041337 
[1.000000 1.000000] -> [0.688830], y = -1.000000, delta = 1.688830 
[1.000000 -1.000000] -> [-0.207674], y = 1.000000, delta = -1.207674 
[-1.000000 1.000000] -> [0.540287], y = 1.000000, delta = -0.459713 
[-1.000000 -1.000000] -> [-0.950250], y = -1.000000, delta = 0.049750 
[1.000000 1.000000] -> [0.672515], y = -1.000000, delta = 1.672515 
[1.000000 -1.000000] -> [-0.174005], y = 1.000000, delta = -1.174005 
[-1.000000 1.000000] -> [0.529851], y = 1.000000, delta = -0.470149 
[-1.000000 -1.000000] -> [-0.939042], y = -1.000000, delta = 0.060958 
[1.000000 1.000000] -> [0.651275], y = -1.000000, delta = 1.651275 
[1.000000 -1.000000] -> [-0.125295], y = 1.000000, delta = -1.125295 
[-1.000000 1.000000] -> [0.509191], y = 1.000000, delta = -0.490809 
[-1.000000 -1.000000] -> [-0.924698], y = -1.000000, delta = 0.075302 
[1.000000 1.000000] -> [0.623354], y = -1.000000, delta = 1.623354 
[1.000000 -1.000000] -> [-0.056514], y = 1.000000, delta = -1.056514 
[-1.000000 1.000000] -> [0.473020], y = 1.000000, delta = -0.526980 
[-1.000000 -1.000000] -> [-0.908101], y = -1.000000, delta = 0.091899 
[1.000000 1.000000] -> [0.586975], y = -1.000000, delta = 1.586975 
[1.000000 -1.000000] -> [0.036277], y = 1.000000, delta = -0.963723 
[-1.000000 1.000000] -> [0.418092], y = 1.000000, delta = -0.581908 
[-1.000000 -1.000000] -> [-0.892895], y = -1.000000, delta = 0.107105 
[1.000000 1.000000] -> [0.541097], y = -1.000000, delta = 1.541097 
[1.000000 -1.000000] -> [0.153383], y = 1.000000, delta = -0.846617 
[-1.000000 1.000000] -> [0.350351], y = 1.000000, delta = -0.649649 
[-1.000000 -1.000000] -> [-0.886444], y = -1.000000, delta = 0.113556 
[1.000000 1.000000] -> [0.485243], y = -1.000000, delta = 1.485243 
[1.000000 -1.000000] -> [0.289723], y = 1.000000, delta = -0.710277 
[-1.000000 1.000000] -> [0.292629], y = 1.000000, delta = -0.707371 
[-1.000000 -1.000000] -> [-0.898247], y = -1.000000, delta = 0.101753 
[1.000000 1.000000] -> [0.415589], y = -1.000000, delta = 1.415589 
[1.000000 -1.000000] -> [0.437414], y = 1.000000, delta = -0.562586 
[-1.000000 1.000000] -> [0.284528], y = 1.000000, delta = -0.715472 
[-1.000000 -1.000000] -> [-0.939194], y = -1.000000, delta = 0.060806 
[1.000000 1.000000] -> [0.316927], y = -1.000000, delta = 1.316927 
[1.000000 -1.000000] -> [0.596514], y = 1.000000, delta = -0.403486 
[-1.000000 1.000000] -> [0.362759], y = 1.000000, delta = -0.637241 
[-1.000000 -1.000000] -> [-1.022798], y = -1.000000, delta = -0.022798 
[1.000000 1.000000] -> [0.157258], y = -1.000000, delta = 1.157258 
[1.000000 -1.000000] -> [0.786589], y = 1.000000, delta = -0.213411 
[-1.000000 1.000000] -> [0.505739], y = 1.000000, delta = -0.494261 
[-1.000000 -1.000000] -> [-1.124863], y = -1.000000, delta = -0.124863 
[1.000000 1.000000] -> [-0.090050], y = -1.000000, delta = 0.909950 
[1.000000 -1.000000] -> [0.991992], y = 1.000000, delta = -0.008008 
[-1.000000 1.000000] -> [0.645028], y = 1.000000, delta = -0.354972 
[-1.000000 -1.000000] -> [-1.160449], y = -1.000000, delta = -0.160449 
[1.000000 1.000000] -> [-0.394818], y = -1.000000, delta = 0.605182 
[1.000000 -1.000000] -> [1.102509], y = 1.000000, delta = 0.102509 
[-1.000000 1.000000] -> [0.792027], y = 1.000000, delta = -0.207973 
[-1.000000 -1.000000] -> [-1.142124], y = -1.000000, delta = -0.142124 
[1.000000 1.000000] -> [-0.670564], y = -1.000000, delta = 0.329436 
[1.000000 -1.000000] -> [1.088606], y = 1.000000, delta = 0.088606 
[-1.000000 1.000000] -> [0.935237], y = 1.000000, delta = -0.064763 
[-1.000000 -1.000000] -> [-1.086243], y = -1.000000, delta = -0.086243 
[1.000000 1.000000] -> [-0.874250], y = -1.000000, delta = 0.125750 
[1.000000 -1.000000] -> [1.014621], y = 1.000000, delta = 0.014621 
[-1.000000 1.000000] -> [1.032677], y = 1.000000, delta = 0.032677 
[-1.000000 -1.000000] -> [-1.028386], y = -1.000000, delta = -0.028386 
[1.000000 1.000000] -> [-0.984183], y = -1.000000, delta = 0.015817 
[1.000000 -1.000000] -> [0.964279], y = 1.000000, delta = -0.035721 
[-1.000000 1.000000] -> [1.045721], y = 1.000000, delta = 0.045721 
[-1.000000 -1.000000] -> [-0.981891], y = -1.000000, delta = 0.018109 
[1.000000 1.000000] -> [-1.016788], y = -1.000000, delta = -0.016788 
[1.000000 -1.000000] -> [0.960529], y = 1.000000, delta = -0.039471 
[-1.000000 1.000000] -> [1.007541], y = 1.000000, delta = 0.007541 
[-1.000000 -1.000000] -> [-0.974454], y = -1.000000, delta = 0.025546 
[1.000000 1.000000] -> [-0.996651], y = -1.000000, delta = 0.003349 
[1.000000 -1.000000] -> [0.988905], y = 1.000000, delta = -0.011095 
[-1.000000 1.000000] -> [0.973314], y = 1.000000, delta = -0.026686 
[-1.000000 -1.000000] -> [-0.992573], y = -1.000000, delta = 0.007427 
[1.000000 1.000000] -> [-0.972074], y = -1.000000, delta = 0.027926 
[1.000000 -1.000000] -> [1.012880], y = 1.000000, delta = 0.012880 
[-1.000000 1.000000] -> [0.971453], y = 1.000000, delta = -0.028547 
[-1.000000 -1.000000] -> [-1.011607], y = -1.000000, delta = -0.011607 
[1.000000 1.000000] -> [-0.969732], y = -1.000000, delta = 0.030268 
[1.000000 -1.000000] -> [1.017113], y = 1.000000, delta = 0.017113 
[-1.000000 1.000000] -> [0.989101], y = 1.000000, delta = -0.010899 
[-1.000000 -1.000000] -> [-1.012966], y = -1.000000, delta = -0.012966 
[1.000000 1.000000] -> [-0.986999], y = -1.000000, delta = 0.013001 
[1.000000 -1.000000] -> [1.005558], y = 1.000000, delta = 0.005558 
[-1.000000 1.000000] -> [1.006780], y = 1.000000, delta = 0.006780 
[-1.000000 -1.000000] -> [-1.005929], y = -1.000000, delta = -0.005929 
[1.000000 1.000000] -> [-1.002410], y = -1.000000, delta = -0.002410 
[1.000000 -1.000000] -> [0.995373], y = 1.000000, delta = -0.004627 
[-1.000000 1.000000] -> [1.010439], y = 1.000000, delta = 0.010439 
[-1.000000 -1.000000] -> [-0.996751], y = -1.000000, delta = 0.003249 
[1.000000 1.000000] -> [-1.008060], y = -1.000000, delta = -0.008060 
[1.000000 -1.000000] -> [0.992412], y = 1.000000, delta = -0.007588 
[-1.000000 1.000000] -> [1.004535], y = 1.000000, delta = 0.004535 
[-1.000000 -1.000000] -> [-0.995092], y = -1.000000, delta = 0.004908 
[1.000000 1.000000] -> [-1.003382], y = -1.000000, delta = -0.003382 
[1.000000 -1.000000] -> [0.997030], y = 1.000000, delta = -0.002970 
[-1.000000 1.000000] -> [0.996923], y = 1.000000, delta = -0.003077 
[-1.000000 -1.000000] -> [-0.997173], y = -1.000000, delta = 0.002827 
[1.000000 1.000000] -> [-0.997903], y = -1.000000, delta = 0.002097 
[1.000000 -1.000000] -> [1.001437], y = 1.000000, delta = 0.001437 
[-1.000000 1.000000] -> [0.995174], y = 1.000000, delta = -0.004826 
[-1.000000 -1.000000] -> [-1.001452], y = -1.000000, delta = -0.001452 
[1.000000 1.000000] -> [-0.995407], y = -1.000000, delta = 0.004593 
[1.000000 -1.000000] -> [1.003326], y = 1.000000, delta = 0.003326 
[-1.000000 1.000000] -> [0.997356], y = 1.000000, delta = -0.002644 
[-1.000000 -1.000000] -> [-1.002065], y = -1.000000, delta = -0.002065 
[1.000000 1.000000] -> [-0.997716], y = -1.000000, delta = 0.002284 
[1.000000 -1.000000] -> [1.001423], y = 1.000000, delta = 0.001423 
[-1.000000 1.000000] -> [1.000922], y = 1.000000, delta = 0.000922 
[-1.000000 -1.000000] -> [-1.001575], y = -1.000000, delta = -0.001575 
[1.000000 1.000000] -> [-1.000177], y = -1.000000, delta = -0.000177 
[1.000000 -1.000000] -> [0.999643], y = 1.000000, delta = -0.000357 
[-1.000000 1.000000] -> [1.001895], y = 1.000000, delta = 0.001895 
[-1.000000 -1.000000] -> [-0.999469], y = -1.000000, delta = 0.000531 
[1.000000 1.000000] -> [-1.001760], y = -1.000000, delta = -0.001760 
[1.000000 -1.000000] -> [0.998525], y = 1.000000, delta = -0.001475 
[-1.000000 1.000000] -> [1.001286], y = 1.000000, delta = 0.001286 
[-1.000000 -1.000000] -> [-0.999267], y = -1.000000, delta = 0.000733 
[1.000000 1.000000] -> [-1.000896], y = -1.000000, delta = -0.000896 
[1.000000 -1.000000] -> [0.999348], y = 1.000000, delta = -0.000652 
[-1.000000 1.000000] -> [0.999658], y = 1.000000, delta = -0.000342 
[-1.000000 -1.000000] -> [-0.999173], y = -1.000000, delta = 0.000827 
[1.000000 1.000000] -> [-1.000021], y = -1.000000, delta = -0.000021 
[1.000000 -1.000000] -> [1.000006], y = 1.000000, delta = 0.000006 
[-1.000000 1.000000] -> [0.999237], y = 1.000000, delta = -0.000763 
[-1.000000 -1.000000] -> [-1.000259], y = -1.000000, delta = -0.000259 
[1.000000 1.000000] -> [-0.999167], y = -1.000000, delta = 0.000833 
[1.000000 -1.000000] -> [1.000665], y = 1.000000, delta = 0.000665 
[-1.000000 1.000000] -> [0.999335], y = 1.000000, delta = -0.000665 
[-1.000000 -1.000000] -> [-1.000223], y = -1.000000, delta = -0.000223 
[1.000000 1.000000] -> [-0.999592], y = -1.000000, delta = 0.000408 
[1.000000 -1.000000] -> [1.000270], y = 1.000000, delta = 0.000270 
[-1.000000 1.000000] -> [1.000116], y = 1.000000, delta = 0.000116 
[-1.000000 -1.000000] -> [-1.000459], y = -1.000000, delta = -0.000459 
[1.000000 1.000000] -> [-0.999872], y = -1.000000, delta = 0.000128 
[1.000000 -1.000000] -> [1.000080], y = 1.000000, delta = 0.000080 
[-1.000000 1.000000] -> [1.000271], y = 1.000000, delta = 0.000271 
[-1.000000 -1.000000] -> [-0.999853], y = -1.000000, delta = 0.000147 
[1.000000 1.000000] -> [-1.000372], y = -1.000000, delta = -0.000372 
[1.000000 -1.000000] -> [0.999686], y = 1.000000, delta = -0.000314 
[-1.000000 1.000000] -> [1.000338], y = 1.000000, delta = 0.000338 
[-1.000000 -1.000000] -> [-0.999979], y = -1.000000, delta = 0.000021 
[1.000000 1.000000] -> [-1.000145], y = -1.000000, delta = -0.000145 
[1.000000 -1.000000] -> [0.999906], y = 1.000000, delta = -0.000094 
[-1.000000 1.000000] -> [0.999946], y = 1.000000, delta = -0.000054 
[-1.000000 -1.000000] -> [-0.999735], y = -1.000000, delta = 0.000265 
[1.000000 1.000000] -> [-1.000111], y = -1.000000, delta = -0.000111 
[1.000000 -1.000000] -> [0.999914], y = 1.000000, delta = -0.000086 
[-1.000000 1.000000] -> [0.999920], y = 1.000000, delta = -0.000080 
[-1.000000 -1.000000] -> [-1.000104], y = -1.000000, delta = -0.000104 
[1.000000 1.000000] -> [-0.999813], y = -1.000000, delta = 0.000187 
[1.000000 -1.000000] -> [1.000159], y = 1.000000, delta = 0.000159 
[-1.000000 1.000000] -> [0.999821], y = 1.000000, delta = -0.000179 
[-1.000000 -1.000000] -> [-0.999954], y = -1.000000, delta = 0.000046 
[1.000000 1.000000] -> [-0.999962], y = -1.000000, delta = 0.000038 
[1.000000 -1.000000] -> [1.000017], y = 1.000000, delta = 0.000017 
[-1.000000 1.000000] -> [1.000034], y = 1.000000, delta = 0.000034 
[-1.000000 -1.000000] -> [-1.000163], y = -1.000000, delta = -0.000163 
[1.000000 1.000000] -> [-0.999913], y = -1.000000, delta = 0.000087 
[1.000000 -1.000000] -> [1.000071], y = 1.000000, delta = 0.000071 
[-1.000000 1.000000] -> [1.000008], y = 1.000000, delta = 0.000008 
[-1.000000 -1.000000] -> [-0.999919], y = -1.000000, delta = 0.000081 
[1.000000 1.000000] -> [-1.000101], y = -1.000000, delta = -0.000101 
[1.000000 -1.000000] -> [0.999911], y = 1.000000, delta = -0.000089 
[-1.000000 1.000000] -> [1.000100], y = 1.000000, delta = 0.000100 
[-1.000000 -1.000000] -> [-1.000061], y = -1.000000, delta = -0.000061 
[1.000000 1.000000] -> [-0.999994], y = -1.000000, delta = 0.000006 
[1.000000 -1.000000] -> [1.000013], y = 1.000000, delta = 0.000013 
[-1.000000 1.000000] -> [0.999972], y = 1.000000, delta = -0.000028 
[-1.000000 -1.000000] -> [-0.999893], y = -1.000000, delta = 0.000107 
[1.000000 1.000000] -> [-1.000064], y = -1.000000, delta = -0.000064 
[1.000000 -1.000000] -> [0.999946], y = 1.000000, delta = -0.000054 
[-1.000000 1.000000] -> [1.000016], y = 1.000000, delta = 0.000016 
[-1.000000 -1.000000] -> [-1.000065], y = -1.000000, delta = -0.000065 
[1.000000 1.000000] -> [-0.999938], y = -1.000000, delta = 0.000062 
[1.000000 -1.000000] -> [1.000055], y = 1.000000, delta = 0.000055 
[-1.000000 1.000000] -> [0.999941], y = 1.000000, delta = -0.000059 
[-1.000000 -1.000000] -> [-0.999942], y = -1.000000, delta = 0.000058 
[1.000000 1.000000] -> [-1.000021], y = -1.000000, delta = -0.000021 
[1.000000 -1.000000] -> [0.999978], y = 1.000000, delta = -0.000022 
[-1.000000 1.000000] -> [1.000024], y = 1.000000, delta = 0.000024 
[-1.000000 -1.000000] -> [-1.000074], y = -1.000000, delta = -0.000074 
[1.000000 1.000000] -> [-0.999953], y = -1.000000, delta = 0.000047 
training 1000 ...
[1.000000 -1.000000] -> [1.000040], y = 1.000000, delta = 0.000040 
[-1.000000 1.000000] -> [0.999979], y = 1.000000, delta = -0.000021 
[-1.000000 -1.000000] -> [-0.999948], y = -1.000000, delta = 0.000052 
[1.000000 1.000000] -> [-1.000041], y = -1.000000, delta = -0.000041 
[1.000000 -1.000000] -> [0.999963], y = 1.000000, delta = -0.000037 
[-1.000000 1.000000] -> [1.000038], y = 1.000000, delta = 0.000038 
[-1.000000 -1.000000] -> [-1.000049], y = -1.000000, delta = -0.000049 
[1.000000 1.000000] -> [-0.999976], y = -1.000000, delta = 0.000024 
[1.000000 -1.000000] -> [1.000023], y = 1.000000, delta = 0.000023 
[-1.000000 1.000000] -> [0.999979], y = 1.000000, delta = -0.000021 
[-1.000000 -1.000000] -> [-0.999947], y = -1.000000, delta = 0.000053 
[1.000000 1.000000] -> [-1.000034], y = -1.000000, delta = -0.000034 
[1.000000 -1.000000] -> [0.999970], y = 1.000000, delta = -0.000030 
[-1.000000 1.000000] -> [1.000020], y = 1.000000, delta = 0.000020 
[-1.000000 -1.000000] -> [-1.000042], y = -1.000000, delta = -0.000042 
[1.000000 1.000000] -> [-0.999970], y = -1.000000, delta = 0.000030 
[1.000000 -1.000000] -> [1.000027], y = 1.000000, delta = 0.000027 
[-1.000000 1.000000] -> [0.999974], y = 1.000000, delta = -0.000026 
[-1.000000 -1.000000] -> [-0.999960], y = -1.000000, delta = 0.000040 
[1.000000 1.000000] -> [-1.000022], y = -1.000000, delta = -0.000022 
[1.000000 -1.000000] -> [0.999980], y = 1.000000, delta = -0.000020 
[-1.000000 1.000000] -> [1.000017], y = 1.000000, delta = 0.000017 
[-1.000000 -1.000000] -> [-1.000040], y = -1.000000, delta = -0.000040 
[1.000000 1.000000] -> [-0.999974], y = -1.000000, delta = 0.000026 
[1.000000 -1.000000] -> [1.000023], y = 1.000000, delta = 0.000023 
[-1.000000 1.000000] -> [0.999983], y = 1.000000, delta = -0.000017 
[-1.000000 -1.000000] -> [-0.999967], y = -1.000000, delta = 0.000033 
[1.000000 1.000000] -> [-1.000022], y = -1.000000, delta = -0.000022 
[1.000000 -1.000000] -> [0.999980], y = 1.000000, delta = -0.000020 
[-1.000000 1.000000] -> [1.000018], y = 1.000000, delta = 0.000018 
[-1.000000 -1.000000] -> [-1.000032], y = -1.000000, delta = -0.000032 
[1.000000 1.000000] -> [-0.999982], y = -1.000000, delta = 0.000018 
[1.000000 -1.000000] -> [1.000017], y = 1.000000, delta = 0.000017 
[-1.000000 1.000000] -> [0.999986], y = 1.000000, delta = -0.000014 
[-1.000000 -1.000000] -> [-0.999970], y = -1.000000, delta = 0.000030 
[1.000000 1.000000] -> [-1.000019], y = -1.000000, delta = -0.000019 
[1.000000 -1.000000] -> [0.999983], y = 1.000000, delta = -0.000017 
[-1.000000 1.000000] -> [1.000014], y = 1.000000, delta = 0.000014 
[-1.000000 -1.000000] -> [-1.000026], y = -1.000000, delta = -0.000026 
[1.000000 1.000000] -> [-0.999983], y = -1.000000, delta = 0.000017 
[1.000000 -1.000000] -> [1.000016], y = 1.000000, delta = 0.000016 
[-1.000000 1.000000] -> [0.999986], y = 1.000000, delta = -0.000014 
[-1.000000 -1.000000] -> [-0.999975], y = -1.000000, delta = 0.000025 
[1.000000 1.000000] -> [-1.000015], y = -1.000000, delta = -0.000015 
[1.000000 -1.000000] -> [0.999986], y = 1.000000, delta = -0.000014 
[-1.000000 1.000000] -> [1.000011], y = 1.000000, delta = 0.000011 
[-1.000000 -1.000000] -> [-1.000023], y = -1.000000, delta = -0.000023 
[1.000000 1.000000] -> [-0.999985], y = -1.000000, delta = 0.000015 
[1.000000 -1.000000] -> [1.000013], y = 1.000000, delta = 0.000013 
[-1.000000 1.000000] -> [0.999989], y = 1.000000, delta = -0.000011 
[-1.000000 -1.000000] -> [-0.999979], y = -1.000000, delta = 0.000021 
[1.000000 1.000000] -> [-1.000013], y = -1.000000, delta = -0.000013 
[1.000000 -1.000000] -> [0.999988], y = 1.000000, delta = -0.000012 
[-1.000000 1.000000] -> [1.000010], y = 1.000000, delta = 0.000010 
[-1.000000 -1.000000] -> [-1.000019], y = -1.000000, delta = -0.000019 
[1.000000 1.000000] -> [-0.999988], y = -1.000000, delta = 0.000012 
[1.000000 -1.000000] -> [1.000011], y = 1.000000, delta = 0.000011 
[-1.000000 1.000000] -> [0.999991], y = 1.000000, delta = -0.000009 
[-1.000000 -1.000000] -> [-0.999982], y = -1.000000, delta = 0.000018 
[1.000000 1.000000] -> [-1.000011], y = -1.000000, delta = -0.000011 
[1.000000 -1.000000] -> [0.999990], y = 1.000000, delta = -0.000010 
[-1.000000 1.000000] -> [1.000008], y = 1.000000, delta = 0.000008 
[-1.000000 -1.000000] -> [-1.000016], y = -1.000000, delta = -0.000016 
[1.000000 1.000000] -> [-0.999990], y = -1.000000, delta = 0.000010 
[1.000000 -1.000000] -> [1.000009], y = 1.000000, delta = 0.000009 
[-1.000000 1.000000] -> [0.999992], y = 1.000000, delta = -0.000008 
[-1.000000 -1.000000] -> [-0.999985], y = -1.000000, delta = 0.000015 
[1.000000 1.000000] -> [-1.000009], y = -1.000000, delta = -0.000009 
[1.000000 -1.000000] -> [0.999991], y = 1.000000, delta = -0.000009 
[-1.000000 1.000000] -> [1.000007], y = 1.000000, delta = 0.000007 
[-1.000000 -1.000000] -> [-1.000014], y = -1.000000, delta = -0.000014 
[1.000000 1.000000] -> [-0.999991], y = -1.000000, delta = 0.000009 
[1.000000 -1.000000] -> [1.000008], y = 1.000000, delta = 0.000008 
[-1.000000 1.000000] -> [0.999993], y = 1.000000, delta = -0.000007 
[-1.000000 -1.000000] -> [-0.999987], y = -1.000000, delta = 0.000013 
[1.000000 1.000000] -> [-1.000008], y = -1.000000, delta = -0.000008 
[1.000000 -1.000000] -> [0.999993], y = 1.000000, delta = -0.000007 
[-1.000000 1.000000] -> [1.000006], y = 1.000000, delta = 0.000006 
[-1.000000 -1.000000] -> [-1.000012], y = -1.000000, delta = -0.000012 
[1.000000 1.000000] -> [-0.999993], y = -1.000000, delta = 0.000007 
[1.000000 -1.000000] -> [1.000007], y = 1.000000, delta = 0.000007 
[-1.000000 1.000000] -> [0.999994], y = 1.000000, delta = -0.000006 
[-1.000000 -1.000000] -> [-0.999989], y = -1.000000, delta = 0.000011 
[1.000000 1.000000] -> [-1.000007], y = -1.000000, delta = -0.000007 
[1.000000 -1.000000] -> [0.999994], y = 1.000000, delta = -0.000006 
[-1.000000 1.000000] -> [1.000005], y = 1.000000, delta = 0.000005 
[-1.000000 -1.000000] -> [-1.000010], y = -1.000000, delta = -0.000010 
[1.000000 1.000000] -> [-0.999994], y = -1.000000, delta = 0.000006 
[1.000000 -1.000000] -> [1.000006], y = 1.000000, delta = 0.000006 
